time (s),gx (dps),gy (dps),gz (dps),ax (g),ay (g),az (g),lat, long, alt (m),temp (C)
0.40387463569641113,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4143660068511963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.42479753494262695,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4352290630340576,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4456522464752197,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4559445381164551,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.4663667678833008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.476804256439209,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.487257719039917,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.49768781661987305,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5081198215484619,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5184142589569092,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5288295745849609,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5391240119934082,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.549546480178833,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5598766803741455,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5703725814819336,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5808391571044922,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.5912618637084961,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.601672887802124,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.6121971607208252,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.6225593090057373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.6328730583190918,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.6433496475219727,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.6537923812866211,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.664243221282959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.6748864650726318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.6852924823760986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.6957409381866455,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.7062017917633057,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.7168653011322021,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.7273862361907959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.737818717956543,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.7482647895812988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.758718729019165,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.7691731452941895,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.7796347141265869,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.7901732921600342,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8005325794219971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8109917640686035,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8216533660888672,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8320832252502441,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.842536211013794,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8530244827270508,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8634934425354004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8740675449371338,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8845124244689941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.8948099613189697,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9052262306213379,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9156966209411621,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9261493682861328,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9365801811218262,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9470150470733643,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9574477672576904,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9679007530212402,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9783327579498291,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9887831211090088,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.9991977214813232,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.009565830230713,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.0200862884521484,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.0305347442626953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.0410575866699219,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.0515756607055664,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.06199049949646,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.0724046230316162,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.0828614234924316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.0932624340057373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1036853790283203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1140902042388916,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1246027946472168,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.135012149810791,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1456739902496338,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1561298370361328,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1665608882904053,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1770009994506836,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1874184608459473,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.1978678703308105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.208308219909668,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.2187259197235107,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.229149341583252,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.2395896911621094,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.250056505203247,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.2605159282684326,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.2722210884094238,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.2826433181762695,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.293081521987915,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3033761978149414,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3138089179992676,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.324253797531128,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3346762657165527,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3451206684112549,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3555383682250977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3659782409667969,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3763904571533203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3868393898010254,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.3972532749176025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.4075486660003662,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.4179909229278564,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.4284296035766602,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.4388573169708252,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.44921875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.4595601558685303,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.4700450897216797,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.4804496765136719,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.4908676147460938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.501314401626587,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.5117394924163818,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.5221779346466064,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.532621145248413,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.5430426597595215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.5534965991973877,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.56380295753479,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.5742268562316895,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.5846402645111084,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.595069408416748,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.6054906845092773,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.6159286499023438,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.6263253688812256,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.6367533206939697,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.647207260131836,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.657634973526001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.667921781539917,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.6785287857055664,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.6890850067138672,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.6993930339813232,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.7096936702728271,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.7201752662658691,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.730607271194458,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.7410430908203125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.7514872550964355,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.762019395828247,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.772442102432251,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.7828710079193115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.79329252243042,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.803727149963379,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.814028024673462,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.8243820667266846,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.8347983360290527,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.8452110290527344,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.855652093887329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.8660480976104736,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.8764569759368896,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.8868536949157715,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.8972887992858887,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.9077017307281494,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.9180145263671875,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.92836332321167,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.93876314163208,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.9491705894470215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.9596149921417236,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.9700636863708496,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.9803712368011475,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1.9907946586608887,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.0012142658233643,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.011596202850342,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.0222489833831787,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.032654047012329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.0432889461517334,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.0536928176879883,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.064096450805664,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.0745913982391357,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.0850234031677246,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.0956292152404785,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.1060521602630615,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.116652488708496,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.127072811126709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.1375203132629395,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.1481597423553467,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.158579111099243,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.168943166732788,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.1793994903564453,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.1900525093078613,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.200674057006836,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.2110977172851562,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.221503734588623,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.231919527053833,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.2423434257507324,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.252636194229126,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.2630536556243896,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.2734830379486084,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.283930540084839,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.294346332550049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.304757595062256,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.315171718597412,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.3256335258483887,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.336057662963867,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.346482992172241,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.356870174407959,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.3672657012939453,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.3776745796203613,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.3881113529205322,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.3985087871551514,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.4089345932006836,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.419353485107422,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.4298129081726074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.4402830600738525,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.4507009983062744,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.461135149002075,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.4715168476104736,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.481952428817749,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.492389678955078,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.502798080444336,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.513216495513916,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.5239338874816895,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.534452199935913,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.5448780059814453,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.5553252696990967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.5657646656036377,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.576223373413086,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.586676836013794,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.5971622467041016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.607612133026123,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.6180357933044434,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.628431797027588,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.6388518810272217,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.649317502975464,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.659637689590454,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.6700239181518555,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.6803698539733887,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.690828323364258,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.701232433319092,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.7117176055908203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.722200870513916,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.7325918674468994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.7430155277252197,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.7534191608428955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.7637581825256348,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.7741997241973877,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.7845072746276855,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.7949414253234863,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.8054921627044678,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.8159396648406982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.8264427185058594,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.836850166320801,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.8472368717193604,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.857546091079712,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.868006706237793,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.878403425216675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.8888518810272217,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.899214267730713,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.9096968173980713,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.920236587524414,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.93066668510437,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.9411399364471436,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.9514973163604736,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.961932420730591,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.972254753112793,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.9825520515441895,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2.9929542541503906,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.003357172012329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.013883113861084,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.024308919906616,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.0346217155456543,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.0451016426086426,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.055570602416992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.0660524368286133,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.076456308364868,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.0868828296661377,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.0973381996154785,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.107875108718872,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.1183207035064697,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.128638744354248,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.139073610305786,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.1494901180267334,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.1599371433258057,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.1703155040740967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.180750846862793,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.191188097000122,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.2015416622161865,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.211958646774292,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.222379207611084,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.232844591140747,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.2433135509490967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.2539899349212646,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.2646241188049316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.275259256362915,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.2858855724334717,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.296541929244995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.3071823120117188,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.317816972732544,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.328439235687256,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.338827610015869,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.3492214679718018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.3596460819244385,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.3700714111328125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.3804736137390137,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.390927791595459,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.401322364807129,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.4117331504821777,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.42212176322937,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.4324605464935303,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.442777156829834,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.4532477855682373,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.4636850357055664,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.4739842414855957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.4844133853912354,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.495030641555786,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.5054428577423096,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.5158753395080566,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.526275873184204,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.536699056625366,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.5471391677856445,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.557600736618042,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.5680179595947266,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.578439474105835,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.588865280151367,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.5993025302886963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.6097521781921387,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.62009596824646,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.6305267810821533,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.6408164501190186,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.6512668132781982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.661715507507324,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
3.672142744064331,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
