time (s),pressure,long,lat,g_x (dps),g_y (dps),g_z (dps),m_x (mT),m_y (mT),m_z (mT),temp (C),a_x (mg),a_y (mg),a_z (mg)
254.1786, 99909,  *********** ,  ********** ,  -0.013621, -0.052118, 0.015726, 2.136630, 32.154876, -5.510256, 28.667655, 0.462173, -0.829565, -9.948412
254.3764, 99907,  *********** ,  ********** ,  -0.013754, -0.055313, 0.017191, 3.382997, 31.976238, -6.715625, 28.649684, 0.447663, -0.815199, -9.953201
254.4998, 99907,  *********** ,  ********** ,  -0.014687, -0.049854, 0.015992, 2.136630, 30.011219, -5.510256, 28.655673, 0.486355, -0.815199, -9.929258
254.6218, 99909,  *********** ,  ********** ,  -0.015486, -0.049454, 0.014394, 4.095208, 30.904409, -5.682452, 28.646688, 0.471846, -0.848720, -9.962779
254.7435, 99908,  *********** ,  ********** ,  -0.013754, -0.053715, 0.014261, 3.204945, 32.869430, -6.887820, 28.655673, 0.481519, -0.834354, -9.967567
254.8667, 99911,  *********** ,  ********** ,  -0.015219, -0.048655, 0.014927, 3.026892, 31.976238, -6.026843, 28.652679, 0.457336, -0.829565, -9.924469
254.9886, 99909,  *********** ,  ********** ,  -0.013888, -0.053449, 0.014661, 3.561050, 31.440324, -6.887820, 28.652679, 0.462173, -0.815199, -9.948412
255.1104, 99910,  *********** ,  ********** ,  -0.016950, -0.048789, 0.014794, 2.492735, 32.154876, -7.232212, 28.649684, 0.457336, -0.810411, -9.962779
255.3657, 99910,  *********** ,  ********** ,  -0.013888, -0.055447, 0.015593, 2.848840, 32.154876, -6.199038, 28.652679, 0.457336, -0.810411, -9.972355
255.4905, 99910,  *********** ,  ********** ,  -0.015486, -0.053183, 0.015460, 3.026892, 32.333515, -5.338061, 28.655673, 0.447663, -0.810411, -9.972355
255.6136, 99911,  *********** ,  ********** ,  -0.014820, -0.051585, 0.015992, 4.095208, 31.618961, -5.338061, 28.646688, 0.452500, -0.805622, -9.972355
255.7367, 99909,  *********** ,  ********** ,  -0.015086, -0.052917, 0.015859, 2.670788, 33.762619, -6.371234, 28.655673, 0.467009, -0.810411, -9.996299
255.8586, 99908,  *********** ,  ********** ,  -0.015352, -0.051052, 0.014261, 1.780525, 31.440324, -5.510256, 28.646688, 0.462173, -0.805622, -9.962779
255.9805, 99907,  *********** ,  ********** ,  -0.015352, -0.052384, 0.015193, 1.780525, 31.440324, -5.510256, 28.646688, 0.452500, -0.819988, -9.967567
256.1023, 99910,  *********** ,  ********** ,  -0.015752, -0.048789, 0.013595, 2.492735, 32.869430, -6.199038, 28.652679, 0.476682, -0.815199, -9.924469
256.3764, 99911,  *********** ,  ********** ,  -0.014553, -0.053982, 0.015992, 3.026892, 31.618961, -6.715625, 28.646688, 0.442826, -0.853508, -9.991510
256.5025, 99907,  *********** ,  ********** ,  -0.015885, -0.047590, 0.013196, 4.451313, 31.618961, -6.026843, 28.640697, 0.462173, -0.819988, -9.991510
256.6256, 99911,  *********** ,  ********** ,  -0.014553, -0.052251, 0.015460, 4.451313, 31.618961, -6.026843, 28.637702, 0.471846, -0.819988, -9.981933
256.7474, 99908,  *********** ,  ********** ,  -0.013888, -0.053050, 0.015726, 2.136630, 31.440324, -6.543429, 28.631713, 0.471846, -0.829565, -9.981933
256.8706, 99908,  *********** ,  ********** ,  -0.013888, -0.052384, 0.015992, 3.026892, 31.976238, -6.715625, 28.634708, 0.457336, -0.786467, -9.962779
256.9925, 99912,  *********** ,  ********** ,  -0.015486, -0.051452, 0.014661, 3.026892, 31.976238, -6.715625, 28.640697, 0.467009, -0.776890, -9.986721
257.1143, 99911,  *********** ,  ********** ,  -0.017083, -0.051984, 0.015992, 2.492735, 31.797599, -6.199038, 28.628717, 0.462173, -0.800833, -9.957989
257.3709, 99909,  *********** ,  ********** ,  -0.014553, -0.052917, 0.016392, 4.451313, 30.547132, -5.682452, 28.637702, 0.486355, -0.863086, -9.991510
257.4969, 99909,  *********** ,  ********** ,  -0.014820, -0.058376, 0.016259, 2.848840, 30.368494, -6.199038, 28.634708, 0.418644, -0.781679, -9.938835
257.6213, 99910,  *********** ,  ********** ,  -0.018282, -0.045193, 0.014927, 4.095208, 32.333515, -5.682452, 28.637702, 0.500865, -0.824777, -9.967567
257.7432, 99909,  *********** ,  ********** ,  -0.012290, -0.057577, 0.015460, 1.602473, 30.904409, -6.371234, 28.640697, 0.457336, -0.863086, -9.977145
257.8651, 99909,  *********** ,  ********** ,  -0.017350, -0.043462, 0.015193, 3.917155, 32.154876, -6.199038, 28.619731, 0.505701, -0.839142, -9.929258
257.9869, 99912,  *********** ,  ********** ,  -0.011757, -0.060906, 0.015726, 2.492735, 32.154876, -5.510256, 28.634708, 0.457336, -0.800833, -9.953201
258.1088, 99909,  *********** ,  ********** ,  -0.016950, -0.045859, 0.014927, 2.492735, 30.368494, -6.543429, 28.625722, 0.471846, -0.796045, -9.938835
258.3700, 99907,  *********** ,  ********** ,  -0.013754, -0.054781, 0.014261, 3.026892, 31.618961, -7.060016, 28.634708, 0.471846, -0.824777, -9.977145
258.4964, 99911,  *********** ,  ********** ,  -0.015752, -0.049854, 0.015326, 2.670788, 30.547132, -5.338061, 28.625722, 0.471846, -0.810411, -9.938835
258.6208, 99908,  *********** ,  ********** ,  -0.014553, -0.053849, 0.016125, 1.958578, 32.333515, -6.026843, 28.631713, 0.476682, -0.800833, -9.938835
258.7427, 99908,  *********** ,  ********** ,  -0.014553, -0.053849, 0.014794, 2.670788, 31.618961, -5.682452, 28.622726, 0.447663, -0.819988, -9.943624
258.8646, 99910,  *********** ,  ********** ,  -0.014420, -0.051851, 0.016525, 2.848840, 32.154876, -6.199038, 28.634708, 0.476682, -0.805622, -9.948412
258.9865, 99909,  *********** ,  ********** ,  -0.014687, -0.054381, 0.015859, 1.068315, 32.154876, -6.887820, 28.628717, 0.457336, -0.819988, -10.010664
259.1095, 99912,  *********** ,  ********** ,  -0.016151, -0.051052, 0.014794, 2.848840, 32.154876, -5.510256, 28.631713, 0.481519, -0.815199, -9.962779
259.3750, 99906,  *********** ,  ********** ,  -0.012290, -0.054248, 0.015992, 2.492735, 32.154876, -4.477083, 28.622726, 0.471846, -0.867874, -10.025031
259.5026, 99909,  *********** ,  ********** ,  -0.015352, -0.054381, 0.015859, 1.602473, 31.618961, -7.060016, 28.619731, 0.457336, -0.815199, -9.948412
259.6256, 99909,  *********** ,  ********** ,  -0.016551, -0.045193, 0.013728, 2.848840, 32.869430, -6.199038, 28.625722, 0.471846, -0.829565, -9.948412
259.7474, 99910,  *********** ,  ********** ,  -0.010425, -0.057977, 0.015726, 3.917155, 32.869430, -5.854647, 28.634708, 0.486355, -0.834354, -9.953201
259.8693, 99914,  *********** ,  ********** ,  -0.016950, -0.047324, 0.014394, 3.382997, 31.618961, -6.026843, 28.616737, 0.457336, -0.815199, -9.957989
259.9925, 99909,  *********** ,  ********** ,  -0.013888, -0.055180, 0.015593, 3.026892, 30.904409, -6.715625, 28.634708, 0.481519, -0.791256, -9.938835
260.1143, 99907,  *********** ,  ********** ,  -0.014953, -0.053715, 0.015593, 2.848840, 31.083047, -6.887820, 28.616737, 0.433153, -0.810411, -9.977145
260.3755, 99917,  *********** ,  ********** ,  -0.015885, -0.050520, 0.016525, 3.739103, 31.976238, -6.026843, 28.607751, 0.496028, -0.810411, -9.953201
260.5033, 99913,  *********** ,  ********** ,  -0.012956, -0.055580, 0.015593, 1.958578, 32.333515, -7.748798, 28.613742, 0.491192, -0.834354, -9.948412
260.6265, 99911,  *********** ,  ********** ,  -0.016018, -0.057843, 0.015593, 3.026892, 31.976238, -7.748798, 28.616737, 0.457336, -0.824777, -10.168690
260.7497, 99910,  *********** ,  ********** ,  -0.018815, -0.056645, 0.015326, 2.848840, 32.512153, -5.165865, 28.619731, 0.457336, -0.776890, -10.168690
260.8714, 99915,  *********** ,  ********** ,  -0.020546, -0.028548, 0.013995, 3.561050, 31.797599, -4.821474, 28.619731, 0.476682, -0.810411, -9.804753
260.9934, 99908,  *********** ,  ********** ,  -0.013754, -0.062770, 0.015859, 2.670788, 31.976238, -6.026843, 28.616737, 0.515374, -0.796045, -10.077706
261.1153, 99914,  *********** ,  ********** ,  -0.015619, -0.047457, 0.014394, 3.739103, 30.189857, -6.371234, 28.610746, 0.418644, -0.848720, -10.029819
261.3780, 99911,  *********** ,  ********** ,  -0.014687, -0.049987, 0.014794, 1.780525, 32.154876, -7.232212, 28.628717, 0.563740, -0.796045, -9.953201
261.5027, 99913,  *********** ,  ********** ,  -0.018948, -0.042397, 0.013595, 2.492735, 31.083047, -5.165865, 28.616737, 0.525047, -0.819988, -9.972355
261.6271, 99913,  *********** ,  ********** ,  -0.012290, -0.057311, 0.015593, 3.739103, 32.333515, -6.715625, 28.607751, 0.467009, -0.819988, -10.005876
261.7489, 99916,  *********** ,  ********** ,  -0.017217, -0.046392, 0.014261, 1.780525, 29.296665, -6.199038, 28.613742, 0.510538, -0.815199, -9.934046
261.8708, 99912,  *********** ,  ********** ,  -0.013355, -0.055447, 0.015859, 2.136630, 31.083047, -5.165865, 28.613742, 0.481519, -0.800833, -9.996299
261.9939, 99912,  *********** ,  ********** ,  -0.016018, -0.049188, 0.015060, 2.314682, 30.547132, -8.093190, 28.604755, 0.505701, -0.796045, -9.967567
262.1159, 99911,  *********** ,  ********** ,  -0.014287, -0.056645, 0.015460, 2.848840, 32.869430, -5.165865, 28.607751, 0.491192, -0.796045, -10.010664
262.3834, 99912,  *********** ,  ********** ,  -0.015885, -0.049854, 0.015992, 1.780525, 31.083047, -5.854647, 28.598766, 0.510538, -0.781679, -9.934046
262.5111, 99913,  *********** ,  ********** ,  -0.014420, -0.054648, 0.015726, 3.204945, 31.083047, -5.854647, 28.598766, 0.491192, -0.786467, -9.996299
262.6342, 99913,  *********** ,  ********** ,  -0.015486, -0.048522, 0.015992, 1.780525, 30.368494, -6.543429, 28.601760, 0.515374, -0.815199, -9.962779
262.7560, 99915,  *********** ,  ********** ,  -0.014154, -0.056512, 0.015992, 1.246367, 32.333515, -6.371234, 28.619731, 0.505701, -0.805622, -9.972355
262.8792, 99912,  *********** ,  ********** ,  -0.014420, -0.051319, 0.014794, 2.848840, 32.154876, -5.854647, 28.604755, 0.491192, -0.815199, -9.986721
263.0011, 99909,  *********** ,  ********** ,  -0.014287, -0.052783, 0.015326, 3.026892, 32.690792, -6.371234, 28.589780, 0.471846, -0.805622, -9.972355
263.1230, 99914,  *********** ,  ********** ,  -0.015885, -0.050386, 0.015193, 2.314682, 30.904409, -5.338061, 28.592775, 0.496028, -0.796045, -10.005876
263.3857, 99910,  *********** ,  ********** ,  -0.015352, -0.051718, 0.015726, 3.739103, 32.690792, -6.371234, 28.613742, 0.520211, -0.791256, -9.977145
263.5104, 99912,  *********** ,  ********** ,  -0.014021, -0.054781, 0.014927, 2.314682, 31.618961, -6.715625, 28.589780, 0.505701, -0.805622, -9.977145
263.6348, 99916,  *********** ,  ********** ,  -0.015619, -0.047457, 0.014794, 2.314682, 31.618961, -6.715625, 28.601760, 0.525047, -0.805622, -9.981933
263.7567, 99914,  *********** ,  ********** ,  -0.011358, -0.059974, 0.016658, 2.314682, 31.618961, -6.715625, 28.601760, 0.491192, -0.786467, -9.924469
263.8786, 99911,  *********** ,  ********** ,  -0.015885, -0.049055, 0.014927, 3.561050, 31.618961, -5.338061, 28.592775, 0.476682, -0.781679, -9.957989
264.0004, 99914,  *********** ,  ********** ,  -0.013621, -0.060240, 0.015060, 3.561050, 31.083047, -5.165865, 28.574804, 0.496028, -0.805622, -9.972355
264.1224, 99912,  *********** ,  ********** ,  -0.014687, -0.051718, 0.016259, 3.561050, 31.440324, -5.854647, 28.583789, 0.481519, -0.805622, -9.943624
264.3777, 99911,  *********** ,  ********** ,  -0.014820, -0.055313, 0.016259, 3.026892, 31.261686, -6.371234, 28.610746, 0.481519, -0.805622, -9.991510
264.5035, 99913,  *********** ,  ********** ,  -0.018149, -0.046259, 0.015726, 2.670788, 31.976238, -6.026843, 28.583789, 0.476682, -0.805622, -9.977145
264.6267, 99914,  *********** ,  ********** ,  -0.018016, -0.043196, 0.013862, 3.739103, 31.976238, -6.371234, 28.589780, 0.481519, -0.776890, -9.953201
264.7485, 99912,  *********** ,  ********** ,  -0.014420, -0.051984, 0.015992, 3.204945, 31.797599, -6.199038, 28.580795, 0.525047, -0.776890, -9.991510
264.8717, 99909,  *********** ,  ********** ,  -0.013621, -0.052251, 0.015992, 1.958578, 33.762619, -6.371234, 28.595771, 0.418644, -0.762524, -9.986721
264.9936, 99912,  *********** ,  ********** ,  -0.017083, -0.049721, 0.016259, 1.780525, 31.440324, -5.854647, 28.583789, 0.578249, -0.767313, -9.876583
265.1155, 99913,  *********** ,  ********** ,  -0.007096, -0.067165, 0.017590, 2.314682, 31.618961, -5.338061, 28.589780, 0.452500, -0.872663, -10.029819
265.3696, 99913,  *********** ,  ********** ,  -0.014287, -0.046525, 0.015726, 2.848840, 32.512153, -6.543429, 28.586784, 0.549230, -0.791256, -9.871794
265.4954, 99912,  *********** ,  ********** ,  -0.015752, -0.048389, 0.015060, 2.848840, 32.154876, -6.543429, 28.604755, 0.544394, -0.772101, -9.948412
265.6186, 99917,  *********** ,  ********** ,  -0.011890, -0.058776, 0.016392, 3.561050, 32.154876, -6.543429, 28.586784, 0.496028, -0.819988, -9.953201
265.7405, 99909,  *********** ,  ********** ,  -0.015885, -0.047590, 0.014527, 1.958578, 32.333515, -6.371234, 28.577800, 0.447663, -0.839142, -10.025031
265.8624, 99915,  *********** ,  ********** ,  -0.012423, -0.057044, 0.015326, 4.095208, 32.690792, -6.371234, 28.583789, 0.496028, -0.776890, -9.929258
265.9854, 99913,  *********** ,  ********** ,  -0.016418, -0.046392, 0.014927, 2.670788, 31.618961, -5.682452, 28.580795, 0.467009, -0.819988, -9.996299
266.1073, 99913,  *********** ,  ********** ,  -0.014154, -0.053316, 0.015593, 3.382997, 31.618961, -6.371234, 28.583789, 0.529884, -0.791256, -9.953201
266.3614, 99909,  *********** ,  ********** ,  -0.016817, -0.047457, 0.014394, 3.382997, 31.618961, -6.715625, 28.583789, 0.481519, -0.810411, -9.991510
266.4874, 99912,  *********** ,  ********** ,  -0.016684, -0.046525, 0.015193, 3.026892, 32.690792, -5.338061, 28.577800, 0.496028, -0.796045, -9.962779
266.6104, 99913,  *********** ,  ********** ,  -0.013621, -0.055846, 0.014661, 3.026892, 30.904409, -6.371234, 28.574804, 0.496028, -0.819988, -9.977145
266.7323, 99914,  *********** ,  ********** ,  -0.015086, -0.050253, 0.015460, 2.492735, 32.154876, -6.543429, 28.583789, 0.486355, -0.791256, -9.924469
266.8542, 99912,  *********** ,  ********** ,  -0.014154, -0.053316, 0.014128, 2.670788, 31.976238, -6.371234, 28.589780, 0.500865, -0.776890, -9.943624
266.9761, 99916,  *********** ,  ********** ,  -0.016151, -0.046525, 0.015326, 3.561050, 31.797599, -5.854647, 28.586784, 0.491192, -0.819988, -9.981933
267.0992, 99916,  *********** ,  ********** ,  -0.012689, -0.057843, 0.015326, 3.561050, 33.226707, -6.199038, 28.577800, 0.491192, -0.796045, -9.943624
267.3320, 99913,  *********** ,  ********** ,  -0.018815, -0.045726, 0.015193, 2.136630, 32.154876, -6.887820, 28.583789, 0.515374, -0.796045, -9.953201
267.4567, 99915,  *********** ,  ********** ,  -0.015752, -0.051319, 0.016125, 3.204945, 31.797599, -6.199038, 28.568813, 0.525047, -0.776890, -9.943624
267.5799, 99912,  *********** ,  ********** ,  -0.015219, -0.051984, 0.015460, 2.670788, 30.904409, -5.338061, 28.577800, 0.467009, -0.800833, -10.001088
267.7017, 99912,  *********** ,  ********** ,  -0.015219, -0.051718, 0.014927, 2.670788, 30.904409, -5.338061, 28.559829, 0.525047, -0.805622, -9.929258
267.8236, 99912,  *********** ,  ********** ,  -0.013355, -0.051319, 0.015992, 2.136630, 32.154876, -6.199038, 28.577800, 0.496028, -0.805622, -9.977145
267.9467, 99914,  *********** ,  ********** ,  -0.014420, -0.055580, 0.016791, 2.670788, 31.618961, -5.338061, 28.556833, 0.505701, -0.786467, -9.953201
268.0685, 99916,  *********** ,  ********** ,  -0.015752, -0.049321, 0.014527, 2.848840, 31.440324, -5.510256, 28.568813, 0.515374, -0.815199, -9.996299
268.2925, 99914,  *********** ,  ********** ,  -0.012157, -0.058776, 0.016392, 3.561050, 32.869430, -5.854647, 28.574804, 0.476682, -0.810411, -9.967567
268.4201, 99915,  *********** ,  ********** ,  -0.012956, -0.055979, 0.015460, 1.780525, 32.512153, -6.543429, 28.571809, 0.476682, -0.824777, -10.005876
268.5444, 99912,  *********** ,  ********** ,  -0.015086, -0.050520, 0.014794, 3.026892, 30.904409, -5.682452, 28.568813, 0.510538, -0.805622, -9.924469
268.6664, 99912,  *********** ,  ********** ,  -0.015086, -0.054648, 0.015593, 2.670788, 31.976238, -6.371234, 28.553838, 0.471846, -0.796045, -9.986721
268.7882, 99911,  *********** ,  ********** ,  -0.014420, -0.053715, 0.015859, 4.273260, 31.083047, -6.199038, 28.562824, 0.529884, -0.805622, -9.953201
268.9101, 99912,  *********** ,  ********** ,  -0.014687, -0.053449, 0.014794, 3.561050, 31.440324, -6.543429, 28.580795, 0.481519, -0.810411, -9.977145
269.0320, 99912,  *********** ,  ********** ,  -0.014021, -0.054115, 0.015193, 2.314682, 32.690792, -6.026843, 28.565818, 0.500865, -0.800833, -9.962779
269.1551, 99912,  *********** ,  ********** ,  -0.015086, -0.053050, 0.015726, 3.382997, 31.976238, -6.026843, 28.556833, 0.496028, -0.800833, -9.967567
269.3766, 99911,  *********** ,  ********** ,  -0.015619, -0.049188, 0.014927, 1.958578, 32.690792, -5.682452, 28.556833, 0.500865, -0.819988, -9.972355
269.5001, 99912,  *********** ,  ********** ,  -0.013621, -0.052917, 0.015726, 4.095208, 30.904409, -5.682452, 28.556833, 0.476682, -0.791256, -9.981933
269.6232, 99913,  *********** ,  ********** ,  -0.014287, -0.051851, 0.015992, 0.890262, 32.690792, -4.993670, 28.550842, 0.486355, -0.776890, -9.924469
269.7451, 99911,  *********** ,  ********** ,  -0.014553, -0.052783, 0.014794, 0.890262, 32.690792, -4.993670, 28.565818, 0.486355, -0.796045, -9.962779
269.8669, 99912,  *********** ,  ********** ,  -0.016151, -0.048522, 0.014927, 2.670788, 32.333515, -6.371234, 28.556833, 0.505701, -0.796045, -9.967567
269.9901, 99912,  *********** ,  ********** ,  -0.013222, -0.055580, 0.015460, 2.492735, 31.797599, -6.887820, 28.553838, 0.496028, -0.834354, -9.953201
270.1120, 99911,  *********** ,  ********** ,  -0.015086, -0.051851, 0.015460, 2.848840, 31.440324, -6.887820, 28.556833, 0.510538, -0.781679, -9.953201
270.3957, 99910,  *********** ,  ********** ,  -0.015619, -0.051185, 0.015460, 2.314682, 30.547132, -6.026843, 28.547847, 0.500865, -0.815199, -9.953201
270.5221, 99913,  *********** ,  ********** ,  -0.014687, -0.052650, 0.015992, 1.958578, 31.618961, -5.338061, 28.544853, 0.505701, -0.800833, -9.957989
270.6465, 99909,  *********** ,  ********** ,  -0.014953, -0.051452, 0.015593, 2.492735, 31.440324, -5.510256, 28.553838, 0.471846, -0.819988, -10.001088
270.7683, 99912,  *********** ,  ********** ,  -0.011624, -0.057843, 0.015859, 2.492735, 31.440324, -5.510256, 28.547847, 0.486355, -0.791256, -9.957989
270.8902, 99909,  *********** ,  ********** ,  -0.016018, -0.046658, 0.014394, 4.273260, 31.083047, -6.199038, 28.547847, 0.491192, -0.791256, -9.977145
271.0134, 99910,  *********** ,  ********** ,  -0.012290, -0.057178, 0.014661, 2.670788, 31.976238, -6.026843, 28.547847, 0.476682, -0.810411, -10.001088
271.1352, 99915,  *********** ,  ********** ,  -0.014820, -0.052384, 0.015593, 1.780525, 30.725770, -5.510256, 28.538862, 0.496028, -0.762524, -9.948412
271.4055, 99910,  *********** ,  ********** ,  -0.014953, -0.050386, 0.015460, 2.314682, 31.618961, -5.682452, 28.541858, 0.491192, -0.796045, -9.957989
271.5328, 99911,  *********** ,  ********** ,  -0.014553, -0.052917, 0.016392, 3.917155, 31.797599, -6.199038, 28.550842, 0.510538, -0.796045, -9.953201
271.6572, 99910,  *********** ,  ********** ,  -0.012956, -0.055846, 0.015460, 3.739103, 30.904409, -4.993670, 28.547847, 0.476682, -0.815199, -9.977145
271.7791, 99914,  *********** ,  ********** ,  -0.014154, -0.054381, 0.015193, 3.739103, 30.904409, -4.993670, 28.550842, 0.510538, -0.796045, -9.919680
271.9009, 99915,  *********** ,  ********** ,  -0.015486, -0.050919, 0.014794, 3.382997, 31.618961, -4.649279, 28.541858, 0.467009, -0.824777, -9.991510
272.0228, 99912,  *********** ,  ********** ,  -0.011890, -0.060240, 0.015460, 3.204945, 31.440324, -5.854647, 28.550842, 0.491192, -0.796045, -9.948412
272.1447, 99912,  *********** ,  ********** ,  -0.015752, -0.046658, 0.013995, 3.561050, 32.512153, -6.543429, 28.535867, 0.491192, -0.810411, -9.962779
272.4075, 99912,  *********** ,  ********** ,  -0.012822, -0.057444, 0.015726, 2.136630, 32.154876, -6.543429, 28.550842, 0.471846, -0.805622, -9.962779
272.5335, 99910,  *********** ,  ********** ,  -0.016684, -0.048123, 0.015460, 2.136630, 31.083047, -5.854647, 28.541858, 0.500865, -0.805622, -10.001088
272.6565, 99910,  *********** ,  ********** ,  -0.012556, -0.057044, 0.016525, 3.204945, 31.440324, -6.199038, 28.529876, 0.496028, -0.800833, -9.943624
272.7784, 99913,  *********** ,  ********** ,  -0.016018, -0.048789, 0.014661, 3.204945, 31.797599, -6.887820, 28.547847, 0.491192, -0.805622, -9.957989
272.9003, 99914,  *********** ,  ********** ,  -0.011757, -0.059308, 0.015859, 2.492735, 31.797599, -6.543429, 28.532871, 0.481519, -0.805622, -9.986721
273.0234, 99912,  *********** ,  ********** ,  -0.015752, -0.050786, 0.014261, 3.026892, 31.261686, -5.338061, 28.532871, 0.491192, -0.791256, -9.929258
273.1454, 99913,  *********** ,  ********** ,  -0.014953, -0.051718, 0.014394, 3.026892, 31.618961, -4.993670, 28.538862, 0.500865, -0.839142, -10.001088
273.4198, 99913,  *********** ,  ********** ,  -0.012956, -0.056911, 0.015060, 2.136630, 30.368494, -5.854647, 28.544853, 0.481519, -0.791256, -9.972355
273.5468, 99912,  *********** ,  ********** ,  -0.015752, -0.051052, 0.015726, 1.958578, 30.547132, -5.338061, 28.541858, 0.476682, -0.800833, -9.981933
273.6699, 99914,  *********** ,  ********** ,  -0.014953, -0.051984, 0.015460, 2.670788, 32.690792, -6.026843, 28.520891, 0.500865, -0.810411, -9.943624
273.7918, 99911,  *********** ,  ********** ,  -0.014820, -0.050253, 0.015460, 3.382997, 31.261686, -5.338061, 28.529876, 0.476682, -0.824777, -9.938835
273.9149, 99912,  *********** ,  ********** ,  -0.015885, -0.051185, 0.016125, 2.670788, 31.976238, -6.371234, 28.538862, 0.471846, -0.791256, -9.957989
274.0368, 99912,  *********** ,  ********** ,  -0.014420, -0.051319, 0.015859, 2.314682, 32.690792, -8.093190, 28.541858, 0.491192, -0.796045, -9.972355
274.1587, 99912,  *********** ,  ********** ,  -0.015219, -0.050919, 0.014927, 2.670788, 32.690792, -6.371234, 28.532871, 0.486355, -0.796045, -9.986721
274.4165, 99913,  *********** ,  ********** ,  -0.013355, -0.054648, 0.015460, 3.382997, 30.904409, -5.682452, 28.532871, 0.500865, -0.796045, -9.957989
274.5412, 99913,  *********** ,  ********** ,  -0.015219, -0.056379, 0.015326, 2.492735, 32.154876, -4.821474, 28.532871, 0.496028, -0.815199, -9.967567
274.6656, 99912,  *********** ,  ********** ,  -0.015885, -0.048389, 0.014927, 3.382997, 30.189857, -6.715625, 28.532871, 0.505701, -0.791256, -9.934046
274.7875, 99914,  *********** ,  ********** ,  -0.011224, -0.057843, 0.016525, 2.136630, 32.512153, -5.510256, 28.520891, 0.462173, -0.800833, -10.005876
274.9093, 99913,  *********** ,  ********** ,  -0.013355, -0.055447, 0.015460, 2.492735, 31.440324, -6.887820, 28.523887, 0.500865, -0.776890, -9.953201
275.0313, 99913,  *********** ,  ********** ,  -0.013488, -0.054381, 0.015726, 2.492735, 31.083047, -6.543429, 28.526882, 0.471846, -0.815199, -9.996299
275.1532, 99915,  *********** ,  ********** ,  -0.015352, -0.052251, 0.015060, 2.314682, 33.048069, -5.682452, 28.526882, 0.500865, -0.786467, -9.962779
275.4085, 99913,  *********** ,  ********** ,  -0.013222, -0.055047, 0.015460, 1.780525, 32.512153, -7.232212, 28.517896, 0.467009, -0.810411, -9.996299
275.5332, 99909,  *********** ,  ********** ,  -0.016418, -0.051319, 0.015060, 2.670788, 33.048069, -5.338061, 28.514900, 0.500865, -0.815199, -9.943624
275.6576, 99913,  *********** ,  ********** ,  -0.012956, -0.056246, 0.015460, 2.314682, 31.976238, -6.371234, 28.526882, 0.452500, -0.786467, -9.967567
275.7794, 99914,  *********** ,  ********** ,  -0.015752, -0.054115, 0.015593, 3.026892, 31.618961, -4.993670, 28.514900, 0.525047, -0.791256, -9.957989
275.9014, 99912,  *********** ,  ********** ,  -0.014687, -0.052783, 0.016259, 3.382997, 32.333515, -5.682452, 28.529876, 0.476682, -0.829565, -10.015454
276.0232, 99912,  *********** ,  ********** ,  -0.014287, -0.054914, 0.015060, 3.204945, 31.797599, -5.165865, 28.514900, 0.496028, -0.796045, -9.953201
276.1464, 99911,  *********** ,  ********** ,  -0.016684, -0.047191, 0.015193, 2.848840, 31.440324, -6.199038, 28.517896, 0.476682, -0.810411, -10.005876
276.3604, 99912,  *********** ,  ********** ,  -0.012023, -0.061039, 0.015593, 2.136630, 31.440324, -6.543429, 28.514900, 0.481519, -0.800833, -9.972355
276.4851, 99914,  *********** ,  ********** ,  -0.013888, -0.058776, 0.016525, 2.314682, 31.976238, -7.060016, 28.517896, 0.505701, -0.791256, -9.962779
276.6070, 99913,  *********** ,  ********** ,  -0.014687, -0.054248, 0.015460, 3.917155, 32.869430, -6.199038, 28.505916, 0.496028, -0.772101, -9.943624
276.7288, 99914,  *********** ,  ********** ,  -0.014420, -0.053982, 0.015593, 3.026892, 33.405345, -6.026843, 28.514900, 0.486355, -0.805622, -9.943624
276.8524, 99915,  *********** ,  ********** ,  -0.015752, -0.049854, 0.014261, 2.136630, 31.797599, -7.232212, 28.514900, 0.496028, -0.800833, -9.962779
276.9738, 99912,  *********** ,  ********** ,  -0.014420, -0.056379, 0.016125, 1.780525, 31.797599, -5.510256, 28.517896, 0.486355, -0.819988, -9.953201
277.0957, 99911,  *********** ,  ********** ,  -0.014287, -0.052251, 0.015726, 3.204945, 31.797599, -5.510256, 28.505916, 0.471846, -0.805622, -9.957989
277.3360, 99910,  *********** ,  ********** ,  -0.014154, -0.052783, 0.016259, 3.204945, 32.154876, -6.543429, 28.505916, 0.515374, -0.805622, -9.943624
277.4620, 99911,  *********** ,  ********** ,  -0.015619, -0.049454, 0.014394, 3.917155, 31.083047, -6.199038, 28.517896, 0.505701, -0.815199, -9.977145
277.5839, 99913,  *********** ,  ********** ,  -0.016418, -0.044394, 0.014527, 3.026892, 31.618961, -7.748798, 28.505916, 0.500865, -0.834354, -9.986721
277.7069, 99909,  *********** ,  ********** ,  -0.010559, -0.066099, 0.017057, 3.026892, 31.976238, -5.682452, 28.505916, 0.476682, -0.752947, -9.924469
277.8289, 99910,  *********** ,  ********** ,  -0.017350, -0.049055, 0.014394, 2.314682, 31.618961, -6.371234, 28.511905, 0.486355, -0.800833, -10.020242
277.9507, 99909,  *********** ,  ********** ,  -0.008961, -0.062105, 0.015726, 3.204945, 32.512153, -6.199038, 28.508911, 0.452500, -0.781679, -9.914892
