time (s),pressure,long,lat,g_x (dps),g_y (dps),g_z (dps),m_x (mT),m_y (mT),m_z (mT),temp (C),a_x (mg),a_y (mg),a_z (mg)
5.8535, 99900,  *********** ,  ********** ,  -0.019081, -0.043462, 0.015060, -2.314682, 21.257946, -5.338061, 30.015483, 0.621778, -0.738581, -9.977145
5.9780, 99899,  *********** ,  ********** ,  -0.019614, -0.041731, 0.014527, -1.246367, 20.186117, -4.993670, 30.018480, 0.616942, -0.743370, -10.010664
6.0998, 99901,  *********** ,  ********** ,  -0.022410, -0.036005, 0.014394, -1.958578, 19.828840, -4.649279, 30.006500, 0.650797, -0.729004, -9.991510
6.3325, 99901,  *********** ,  ********** ,  -0.021877, -0.037337, 0.014794, -0.534157, 21.615222, -4.993670, 30.006500, 0.699163, -0.709849, -9.914892
6.4573, 99901,  *********** ,  ********** ,  -0.014820, -0.053582, 0.016259, -2.848840, 20.722032, -3.788301, 30.003505, 0.674980, -0.719426, -9.919680
6.5792, 99903,  *********** ,  ********** ,  -0.016684, -0.051984, 0.014927, -3.026892, 20.186117, -5.338061, 30.018480, 0.689490, -0.676328, -9.867006
6.7010, 99904,  *********** ,  ********** ,  -0.015219, -0.046658, 0.014661, -2.136630, 21.079307, -5.510256, 30.006500, 0.699163, -0.772101, -9.957989
6.8241, 99905,  *********** ,  ********** ,  -0.005365, -0.075154, 0.018256, -2.848840, 20.722032, -6.543429, 30.000509, 0.626615, -0.729004, -9.843062
6.9460, 99900,  *********** ,  ********** ,  -0.012290, -0.052650, 0.015726, -2.314682, 21.257946, -5.338061, 30.003505, 0.636288, -0.896606, -9.953201
7.0679, 99901,  *********** ,  ********** ,  -0.012023, -0.053715, 0.013196, -3.026892, 23.044328, -3.960497, 29.997512, 0.670144, -0.810411, -10.135169
7.2943, 99903,  *********** ,  ********** ,  -0.013621, -0.054115, 0.014927, -1.602473, 21.615222, -4.304888, 30.018480, 0.660470, -0.671540, -9.862216
7.4205, 99903,  *********** ,  ********** ,  -0.020546, -0.043995, 0.017324, -2.136630, 20.364755, -4.132692, 30.024471, 0.539557, -0.729004, -9.972355
7.5436, 99900,  *********** ,  ********** ,  -0.036658, -0.006444, 0.011731, 0.000000, 21.079307, -4.132692, 30.015483, 0.733018, -0.729004, -9.857428
7.6668, 99901,  *********** ,  ********** ,  -0.025339, -0.020692, 0.012930, -2.848840, 21.793861, -5.510256, 30.003505, 0.723345, -0.791256, -10.053763
7.7886, 99900,  *********** ,  ********** ,  -0.003767, -0.088603, 0.018789, -1.602473, 21.257946, -5.338061, 30.018480, 0.776547, -0.791256, -9.977145
7.9105, 99908,  *********** ,  ********** ,  -0.020013, 0.044423, 0.012930, -2.670788, 20.900669, -3.271715, 30.009494, 0.631451, -0.796045, -10.139958
8.0337, 99902,  *********** ,  ********** ,  -0.007629, -0.109909, 0.022251, -2.492735, 22.508413, -5.165865, 30.018480, 0.496028, -0.877452, -10.566148
8.1556, 99901,  *********** ,  ********** ,  -0.007762, -0.082212, 0.018123, -2.848840, 21.079307, -6.543429, 30.012489, 0.815240, -0.839142, -10.058551
8.3694, 99903,  *********** ,  ********** ,  0.028724, -0.155050, 0.024381, -1.424420, 21.793861, -5.854647, 30.012489, 0.670144, -0.666751, -9.900526
8.4943, 99903,  *********** ,  ********** ,  -0.008828, -0.065567, 0.015060, -2.314682, 21.257946, -5.682452, 30.021476, 0.394461, -0.891818, -10.144747
8.6161, 99901,  *********** ,  ********** ,  -0.030000, -0.018295, 0.007603, -1.424420, 22.508413, -4.477083, 30.012489, 0.694326, -0.623653, -9.799964
8.7379, 99903,  *********** ,  ********** ,  0.062546, -0.227090, 0.030507, 0.000000, 20.722032, -4.132692, 30.018480, 0.350932, -0.824777, -9.910103
8.8599, 99901,  *********** ,  ********** ,  -0.034261, -0.017762, 0.012930, -1.068315, 22.151138, -4.477083, 30.000509, 0.012375, -1.332373, -10.408123
8.9830, 99905,  *********** ,  ********** ,  -0.088590, 0.139233, -0.001319, -0.712210, 22.151138, -5.510256, 30.012489, 0.384788, -0.479994, -9.718557
9.1048, 99903,  *********** ,  ********** ,  0.037246, -0.144264, 0.023582, -1.602473, 22.687051, -5.682452, 30.012489, 0.887788, -0.705060, -9.574898
9.3639, 99904,  *********** ,  ********** ,  0.016606, -0.224826, 0.032105, -1.246367, 21.615222, -4.649279, 30.018480, -0.006971, -0.887029, -10.331504
9.4899, 99905,  *********** ,  ********** ,  -0.009893, -0.075953, 0.017057, -3.026892, 22.329774, -5.338061, 30.012489, 0.878114, -0.642808, -9.680248
9.6129, 99902,  *********** ,  ********** ,  0.034982, -0.168766, 0.026645, -1.780525, 21.079307, -3.443910, 30.009494, 0.447663, -0.824777, -9.919680
9.7362, 99900,  *********** ,  ********** ,  -0.015086, -0.045992, 0.014661, -0.712210, 22.508413, -4.132692, 30.015483, 0.292894, -1.025900, -10.240520
9.8580, 99897,  *********** ,  ********** ,  0.011146, -0.044661, 0.012796, -0.712210, 22.508413, -4.132692, 30.009494, 0.999028, -0.685906, -10.015454
9.9800, 99902,  *********** ,  ********** ,  0.029789, -0.159578, 0.024381, -0.890262, 23.044328, -6.026843, 30.021476, -0.103702, -0.982802, -10.226154
10.1018, 99897,  *********** ,  ********** ,  -0.053170, -0.045460, 0.022783, 0.000000, 22.865690, -4.477083, 30.024471, 0.162307, -0.877452, -10.063340
10.3698, 99902,  *********** ,  ********** ,  -0.073144, 0.086103, 0.002144, -1.068315, 20.722032, -3.443910, 30.033454, 0.471846, -0.767313, -9.924469
10.4958, 99903,  *********** ,  ********** ,  0.005953, -0.100854, 0.019987, -1.424420, 21.079307, -5.165865, 30.021476, 0.437990, -0.824777, -9.986721
10.6203, 99901,  *********** ,  ********** ,  -0.015352, -0.077019, 0.015859, -1.602473, 20.900669, -4.304888, 30.021476, 0.433153, -0.843931, -9.890949
10.7421, 99901,  *********** ,  ********** ,  0.004222, -0.069828, 0.014794, -2.136630, 23.580242, -5.165865, 30.015483, 0.771711, -0.819988, -9.665883
10.8639, 99901,  *********** ,  ********** ,  0.057220, -0.190870, 0.024914, -1.424420, 22.508413, -4.132692, 30.012489, 0.109106, -0.724215, -9.934046
10.9872, 99903,  *********** ,  ********** ,  -0.047577, -0.011770, 0.121988, -1.246367, 22.329774, -2.582933, 30.018480, -0.272981, -0.503937, -9.943624
11.1089, 99901,  *********** ,  ********** ,  0.001293, -0.142666, 0.114664, 0.356105, 23.937519, -5.165865, 30.027465, 0.563740, -1.159982, -9.766444
11.3643, 99902,  *********** ,  ********** ,  0.006885, -0.130149, 0.032238, -0.178053, 22.687051, -4.993670, 30.015483, -0.413240, -1.763351, -10.575725
11.4889, 99902,  *********** ,  ********** ,  0.022332, -0.101387, 0.016791, -1.068315, 23.222967, -4.821474, 30.018480, 0.786220, -1.107307, -9.608418
11.6122, 99903,  *********** ,  ********** ,  0.044303, -0.177821, 0.026512, -0.178053, 22.687051, -5.338061, 30.018480, -0.403567, -1.121673, -10.628400
11.7352, 99902,  *********** ,  ********** ,  0.014742, -0.133612, 0.026778, -0.890262, 23.044328, -3.616106, 30.027465, 0.665307, -0.719426, -9.617996
11.8571, 99900,  *********** ,  ********** ,  -0.010292, -0.053050, 0.012397, 0.000000, 23.580242, -3.788301, 30.018480, 0.244529, -0.805622, -9.910103
11.9791, 99898,  *********** ,  ********** ,  -0.033728, 0.009003, 0.025047, -1.780525, 22.151138, -3.099519, 30.024471, -0.113375, -1.279698, -10.465586
12.1009, 99898,  *********** ,  ********** ,  -0.032397, -0.038269, 0.049282, -1.602473, 23.044328, -4.304888, 30.036451, 0.510538, -0.743370, -9.823907
12.3630, 99898,  *********** ,  ********** ,  -0.001104, -0.102053, 0.044355, -1.424420, 22.151138, -4.477083, 30.009494, 0.428317, -0.968436, -9.924469
12.4886, 99898,  *********** ,  ********** ,  -0.045180, 0.028711, 0.010399, -0.534157, 23.758880, -4.304888, 30.021476, 0.602432, -0.614076, -9.498279
12.6117, 99906,  *********** ,  ********** ,  -0.002036, -0.093930, 0.014927, 0.356105, 23.222967, -4.477083, 30.027465, 0.762038, -0.829565, -9.847850
12.7350, 99899,  *********** ,  ********** ,  -0.066486, 0.007139, 0.022917, -0.356105, 23.580242, -4.132692, 30.021476, -0.887220, -1.284487, -11.150362
12.8567, 99903,  *********** ,  ********** ,  -0.112426, 0.172790, -0.003316, -1.780525, 22.151138, -4.477083, 30.036451, 0.868441, -0.441685, -9.570109
12.9786, 99904,  *********** ,  ********** ,  -0.012956, -0.043862, 0.019854, -2.848840, 22.151138, -5.510256, 30.027465, 1.226345, -0.729004, -9.493491
13.1005, 99898,  *********** ,  ********** ,  -0.025739, 0.075050, 0.008269, -0.534157, 23.044328, -4.649279, 30.015483, 1.008701, -1.332373, -10.345870
13.3713, 99899,  *********** ,  ********** ,  0.015674, -0.152121, 0.016525, -0.534157, 23.044328, -4.649279, 30.027465, 0.186490, -0.872663, -9.847850
13.4969, 99905,  *********** ,  ********** ,  -0.125742, 0.170393, -0.034875, 0.890262, 23.401605, -3.271715, 30.012489, -0.650230, -0.968436, -10.772060
13.6213, 99904,  *********** ,  ********** ,  -0.058097, -0.017762, 0.026645, -1.246367, 23.758880, -4.993670, 30.012489, 0.815240, -0.187886, -9.431239
13.7431, 99902,  *********** ,  ********** ,  0.016073, -0.109643, 0.018655, -1.602473, 22.687051, -5.682452, 30.009494, 0.534721, -1.126461, -10.297984
13.8651, 99903,  *********** ,  ********** ,  -0.043982, -0.033209, 0.015859, -1.602473, 22.687051, -5.682452, 30.012489, 0.583086, -0.939704, -10.393756
13.9868, 99905,  *********** ,  ********** ,  0.033118, -0.116034, 0.019055, -0.712210, 23.222967, -4.821474, 30.009494, 0.307403, -0.709849, -9.895737
14.1101, 99902,  *********** ,  ********** ,  -0.000572, -0.084742, 0.056872, -1.602473, 21.615222, -4.649279, 30.033454, 0.201000, -1.001957, -10.116015
14.3728, 99899,  *********** ,  ********** ,  0.028324, -0.131614, 0.127714, -0.712210, 22.151138, -4.477083, 30.006500, 0.539557, -0.925338, -9.905315
14.4976, 99902,  *********** ,  ********** ,  -0.025073, -0.056911, 0.014527, -0.534157, 23.401605, -6.371234, 30.015483, -0.389057, -0.858297, -9.914892
14.6219, 99902,  *********** ,  ********** ,  0.015141, -0.136008, 0.032504, 1.068315, 23.222967, -4.477083, 30.000509, -0.185923, -1.227023, -10.077706
14.7438, 99899,  *********** ,  ********** ,  -0.004966, -0.014300, 0.034501, 1.068315, 22.865690, -4.132692, 30.012489, -0.026317, -1.351528, -10.101649
14.8657, 99899,  *********** ,  ********** ,  -0.019081, -0.028548, 0.017856, 0.890262, 24.116157, -4.649279, 30.015483, -0.084356, -1.136039, -10.048974
14.9875, 99898,  *********** ,  ********** ,  -0.002436, -0.039867, 0.014927, 1.958578, 24.830711, -3.960497, 30.018480, 0.036558, -1.145616, -10.120803
15.1107, 99899,  *********** ,  ********** ,  -0.040120, -0.045193, 0.028110, 0.534157, 23.401605, -3.616106, 30.015483, -0.524480, -1.174348, -10.001088
15.3782, 99878,  *********** ,  ********** ,  -0.033862, -0.044394, 0.021984, 0.534157, 24.116157, -3.960497, 30.015483, -0.563173, -1.389837, -10.523050
15.5058, 99893,  *********** ,  ********** ,  0.243644, -0.599272, 0.297759, -2.136630, 23.222967, -6.199038, 30.018480, -1.061336, -2.577422, -12.404989
15.6301, 99901,  *********** ,  ********** ,  -0.008561, -0.055313, 0.050747, -0.356105, 24.652072, -3.443910, 30.021476, 0.713672, -0.757735, -9.752078
15.7520, 99898,  *********** ,  ********** ,  0.002624, -0.055580, 0.018389, 1.780525, 24.652072, -4.821474, 30.027465, 0.031721, -1.021111, -10.068128
15.8739, 99903,  *********** ,  ********** ,  -0.026272, -0.040533, 0.037697, 0.534157, 24.116157, -4.649279, 30.018480, -0.055337, -1.131250, -10.082494
15.9971, 99899,  *********** ,  ********** ,  -0.043582, -0.013235, 0.013728, -0.712210, 22.865690, -4.821474, 30.021476, 0.307403, -0.939704, -10.058551
16.1189, 99901,  *********** ,  ********** ,  -0.007496, -0.054248, 0.018789, 0.534157, 24.830711, -5.338061, 30.018480, 0.181654, -1.049843, -10.092072
16.3792, 99898,  *********** ,  ********** ,  -0.019880, -0.052118, 0.011864, 1.068315, 23.580242, -5.510256, 30.030460, 0.360605, -1.054632, -9.962779
16.5052, 99900,  *********** ,  ********** ,  -0.129204, 0.201153, 0.001211, -0.178053, 24.830711, -5.338061, 30.021476, 0.529884, -0.824777, -9.929258
16.6296, 99902,  *********** ,  ********** ,  -0.040919, 0.035901, 0.005739, -0.890262, 23.401605, -5.338061, 30.003505, 1.356931, -0.551824, -9.249270
16.7516, 99901,  *********** ,  ********** ,  -0.026272, -0.020026, 0.011332, -3.204945, 23.580242, -6.199038, 30.003505, 0.597595, -0.781679, -9.938835
16.8734, 99902,  *********** ,  ********** ,  -0.011757, -0.082744, 0.017990, -1.246367, 23.758880, -4.993670, 30.027465, 0.554067, -0.657174, -9.986721
16.9953, 99901,  *********** ,  ********** ,  -0.031997, -0.079682, 0.022118, -1.602473, 24.473434, -4.649279, 30.003505, 0.655634, -0.700272, -9.986721
17.1171, 99900,  *********** ,  ********** ,  -0.027470, -0.041731, 0.034368, -2.314682, 23.401605, -4.304888, 30.012489, 0.370278, -0.695483, -9.996299
17.3812, 99898,  *********** ,  ********** ,  -0.096181, -0.104050, -0.001718, -3.204945, 23.580242, -5.854647, 30.021476, 0.437990, -0.034650, -9.268424
17.5058, 99897,  *********** ,  ********** ,  0.021533, -0.020292, 0.006937, -1.246367, 23.758880, -4.993670, 30.009494, 0.442826, -0.547035, -9.819119
17.6302, 99900,  *********** ,  ********** ,  0.002891, -0.083943, 0.056073, -1.246367, 24.116157, -6.371234, 29.997512, 1.110268, -0.575767, -9.637150
17.7521, 99901,  *********** ,  ********** ,  0.031786, 0.001945, 0.022384, -2.314682, 24.116157, -5.682452, 30.009494, 0.829749, -0.834354, -10.135169
17.8741, 99905,  *********** ,  ********** ,  -0.038389, -0.093530, 0.013862, -1.424420, 22.865690, -4.821474, 30.024471, 0.428317, -0.575767, -10.001088
17.9971, 99902,  *********** ,  ********** ,  -0.008029, -0.053715, 0.018655, -1.424420, 23.222967, -5.510256, 30.006500, 0.839422, -0.666751, -9.924469
18.1190, 99903,  *********** ,  ********** ,  -0.013888, -0.052384, 0.009201, -0.890262, 24.116157, -6.715625, 30.015483, 0.612105, -0.618865, -9.957989
18.3818, 99900,  *********** ,  ********** ,  -0.009760, -0.094196, 0.037031, -1.068315, 24.652072, -6.887820, 30.018480, -0.108538, -0.096902, -9.440815
18.5065, 99897,  *********** ,  ********** ,  0.000360, -0.136807, 0.020253, -2.670788, 23.401605, -6.371234, 30.003505, 0.263875, -0.614076, -10.168690
18.6308, 99913,  *********** ,  ********** ,  -0.033728, 0.019523, 0.011332, -1.958578, 24.116157, -7.060016, 30.021476, 0.694326, -1.183925, -9.771232
18.7528, 99903,  *********** ,  ********** ,  -0.027204, -0.028149, 0.014394, -2.314682, 24.116157, -6.371234, 30.012489, 0.505701, -0.939704, -10.250097
18.8747, 99897,  *********** ,  ********** ,  -0.015086, -0.103784, 0.012930, -2.848840, 23.580242, -5.854647, 30.036451, 0.292894, -0.384221, -11.001914
18.9965, 99901,  *********** ,  ********** ,  -0.028935, -0.044661, 0.015326, -1.068315, 25.009347, -6.199038, 30.009494, 0.689490, -0.590133, -9.828696
19.1197, 99901,  *********** ,  ********** ,  -0.011890, -0.060507, 0.014794, -2.314682, 23.758880, -5.682452, 30.015483, 0.641124, -0.839142, -10.034608
19.4050, 99896,  *********** ,  ********** ,  -0.017350, -0.056112, 0.015992, -1.424420, 25.009347, -5.510256, 30.009494, 0.723345, -0.685906, -9.977145
19.5323, 99900,  *********** ,  ********** ,  -0.016684, -0.054648, 0.015193, -1.246367, 23.401605, -6.715625, 30.018480, 0.699163, -0.757735, -9.996299
19.6555, 99905,  *********** ,  ********** ,  -0.036525, -0.055713, -0.018763, -0.534157, 24.830711, -7.060016, 30.006500, 0.752365, -0.791256, -9.852640
19.7786, 99895,  *********** ,  ********** ,  -0.058763, -0.159311, -0.054583, -2.136630, 23.937519, -4.821474, 30.033454, 0.481519, -0.441685, -10.125593
19.9005, 99904,  *********** ,  ********** ,  0.011945, -0.115235, -0.161777, -4.273260, 24.294795, -4.821474, 30.009494, -2.260796, 0.156896, -10.130381
20.0223, 99900,  *********** ,  ********** ,  0.076661, -0.545609, -0.163241, -0.712210, 22.508413, -4.477083, 30.012489, 1.250528, -1.183925, -9.747289
20.1442, 99902,  *********** ,  ********** ,  -0.170084, 0.045089, -0.102121, 0.000000, 23.222967, -4.477083, 30.000509, -1.748123, -0.867874, -10.556571
20.4145, 99897,  *********** ,  ********** ,  -0.064888, 0.054144, -0.011572, 0.000000, 22.508413, -5.510256, 30.033454, -0.137558, 0.195205, -8.842235
20.5417, 99904,  *********** ,  ********** ,  -0.100575, 0.139766, 0.008136, -1.246367, 21.257946, -5.682452, 30.021476, 0.336423, -0.705060, -9.886160
20.6649, 99900,  *********** ,  ********** ,  0.035914, -0.237876, 0.028110, -2.492735, 22.508413, -4.821474, 30.015483, 0.544394, -0.465628, -10.125593
20.7880, 99904,  *********** ,  ********** ,  0.050162, -0.213241, 0.034901, -2.136630, 23.580242, -6.199038, 30.018480, 0.437990, -0.652385, -10.077706
20.9099, 99901,  *********** ,  ********** ,  -0.056765, 0.057473, 0.006937, -0.712210, 23.937519, -4.132692, 30.027465, 0.491192, -0.958859, -10.053763
21.0318, 99899,  *********** ,  ********** ,  0.003423, -0.072891, 0.015593, -0.356105, 21.436584, -3.788301, 30.018480, 0.670144, -1.140827, -10.283617
21.1536, 99901,  *********** ,  ********** ,  0.008750, -0.086207, 0.017723, 0.534157, 21.615222, -6.026843, 30.000509, -0.074683, -0.111268, -8.741673
21.4087, 99900,  *********** ,  ********** ,  -0.021478, -0.032410, 0.015992, 0.534157, 23.401605, -4.993670, 30.024471, 0.360605, -0.872663, -9.867006
21.5349, 99902,  *********** ,  ********** ,  -0.069016, 0.109006, 0.019987, -0.712210, 23.580242, -4.821474, 30.003505, 0.781384, -0.360278, -9.407295
21.6581, 99900,  *********** ,  ********** ,  0.064277, -0.242403, 0.035434, -1.246367, 22.687051, -4.649279, 30.015483, 0.747528, -1.092941, -9.627573
21.7801, 99904,  *********** ,  ********** ,  -0.043449, -0.034807, 0.010932, -0.534157, 23.401605, -6.026843, 30.015483, -0.514807, -1.294064, -10.810369
21.9018, 99900,  *********** ,  ********** ,  0.024729, 0.024583, 0.040627, -0.534157, 23.401605, -6.026843, 30.021476, 0.616942, -0.403376, -8.851812
22.0249, 99900,  *********** ,  ********** ,  -0.063556, 0.015395, 0.015859, -1.424420, 22.508413, -5.510256, 30.018480, 1.081249, -0.547035, -9.627573
22.1469, 99900,  *********** ,  ********** ,  -0.011757, -0.032277, 0.013595, -1.424420, 22.508413, -5.510256, 30.024471, 0.728182, -0.906184, -10.226154
22.3758, 99902,  *********** ,  ********** ,  -0.024008, -0.092465, 0.017990, -1.780525, 22.151138, -4.821474, 30.027465, 0.554067, -0.527880, -9.780810
22.5006, 99902,  *********** ,  ********** ,  0.038977, -0.173560, 0.026246, -1.602473, 23.401605, -6.371234, 30.027465, 0.307403, -0.930127, -9.871794
22.6237, 99905,  *********** ,  ********** ,  0.012744, -0.120961, 0.024781, -0.356105, 22.508413, -3.788301, 30.042442, 0.220346, -0.695483, -9.957989
22.7458, 99900,  *********** ,  ********** ,  -0.013754, -0.075687, -0.001319, -1.068315, 23.222967, -4.477083, 30.030460, 0.626615, -1.045054, -10.125593
22.8688, 99904,  *********** ,  ********** ,  0.004488, -0.127220, 0.016924, 0.178053, 24.830711, -3.960497, 30.048431, -0.166577, -0.839142, -10.427277
22.9905, 99902,  *********** ,  ********** ,  -0.081000, 0.058672, 0.002543, 0.000000, 23.937519, -4.477083, 30.027465, 0.113942, -0.901395, -9.991510
23.1125, 99905,  *********** ,  ********** ,  -0.065820, 0.010068, 0.002010, -1.602473, 21.972499, -3.616106, 30.027465, 0.302567, -0.594922, -9.761655
23.3327, 99898,  *********** ,  ********** ,  0.119805, -0.305388, 0.052212, -1.424420, 23.937519, -6.199038, 30.039447, 0.210673, -0.604499, -9.641939
23.4562, 99899,  *********** ,  ********** ,  -0.106301, 0.165732, 0.001611, -1.424420, 23.937519, -4.477083, 30.033454, 0.655634, -1.097729, -9.780810
23.5793, 99903,  *********** ,  ********** ,  -0.022676, 0.000214, 0.021052, -1.068315, 22.865690, -4.132692, 30.039447, 0.694326, -1.140827, -9.934046
23.7012, 99903,  *********** ,  ********** ,  -0.036392, 0.006473, 0.018522, -0.890262, 22.329774, -4.993670, 30.033454, 0.882951, -0.930127, -9.981933
23.8231, 99900,  *********** ,  ********** ,  0.024729, -0.160510, 0.024781, -1.068315, 22.151138, -3.788301, 30.018480, 0.278384, -0.867874, -9.981933
23.9449, 99902,  *********** ,  ********** ,  -0.100442, 0.171725, 0.000146, 0.000000, 22.508413, -6.199038, 30.036451, 0.728182, -1.159982, -12.017108
24.0681, 99904,  *********** ,  ********** ,  -0.019480, -0.046791, 0.006138, -3.561050, 22.508413, -7.576602, 30.051425, 0.984518, -0.302814, -9.115188
24.2933, 99900,  *********** ,  ********** ,  0.037246, -0.180351, 0.026512, -3.561050, 22.508413, -7.576602, 30.039447, 0.805566, -0.446473, -9.335466
24.4194, 99911,  *********** ,  ********** ,  -0.123079, 0.153215, -0.067899, -1.424420, 23.580242, -5.854647, 30.033454, 1.206999, -1.112095, -10.082494
24.5437, 99899,  *********** ,  ********** ,  0.021533, -0.034141, 0.030373, -1.246367, 22.329774, -4.304888, 30.036451, 0.970009, -1.073786, -9.282791
24.6656, 99905,  *********** ,  ********** ,  -0.022277, -0.087804, 0.012530, -1.958578, 23.758880, -5.338061, 30.045436, 0.321913, -0.733792, -9.938835
24.7874, 99901,  *********** ,  ********** ,  -0.034661, 0.004742, 0.006937, -1.602473, 23.758880, -6.026843, 30.051425, 0.747528, -0.575767, -9.598841
24.9093, 99904,  *********** ,  ********** ,  0.018737, -0.129617, 0.020919, -1.424420, 23.937519, -3.443910, 30.048431, 0.481519, -0.853508, -9.929258
25.0326, 99901,  *********** ,  ********** ,  0.021799, -0.137606, 0.019854, -1.780525, 23.580242, -4.821474, 30.033454, 0.452500, -0.848720, -10.048974
25.1544, 99905,  *********** ,  ********** ,  -0.010026, -0.067964, 0.017324, 0.534157, 22.687051, -4.304888, 30.051425, 0.123615, -0.992379, -10.211788
25.3371, 99905,  *********** ,  ********** ,  0.024063, -0.149591, 0.021585, -0.890262, 22.687051, -4.649279, 30.036451, 0.036558, -1.164770, -10.341081
25.4593, 99900,  *********** ,  ********** ,  -0.051039, 0.147356, 0.008935, -0.178053, 23.044328, -4.649279, 30.036451, 1.032884, -0.910972, -9.498279
25.5825, 99903,  *********** ,  ********** ,  -0.022943, 0.130179, 0.062199, -1.068315, 22.508413, -5.854647, 30.048431, 2.367767, -1.380260, -9.234904
25.7043, 99904,  *********** ,  ********** ,  0.107155, -0.358785, 0.044755, -1.424420, 24.294795, -5.854647, 30.045436, 0.341259, -0.729004, -9.924469
25.8262, 99902,  *********** ,  ********** ,  -0.050107, 0.041094, 0.002676, 0.178053, 24.116157, -4.304888, 30.036451, 0.051067, -1.485610, -10.843890
25.9481, 99907,  *********** ,  ********** ,  0.037246, -0.131348, 0.039295, -0.178053, 23.758880, -4.993670, 30.027465, 1.192489, -0.733792, -9.388140
26.0713, 99902,  *********** ,  ********** ,  0.063212, -0.224027, 0.076047, -1.246367, 24.473434, -5.682452, 30.039447, -0.408404, -1.308430, -10.714596
26.2963, 99901,  *********** ,  ********** ,  -0.110695, 0.125252, -0.000653, 0.356105, 25.723901, -3.099519, 30.045436, -0.031154, -0.858297, -10.111227
26.4240, 99900,  *********** ,  ********** ,  -0.010692, -0.096060, 0.045021, -0.356105, 22.865690, -3.443910, 30.039447, -0.065010, -0.906184, -10.149536
26.5470, 99905,  *********** ,  ********** ,  0.014609, -0.129750, 0.020919, -1.246367, 23.401605, -5.338061, 30.039447, 1.028047, -1.341951, -10.274041
26.6702, 99901,  *********** ,  ********** ,  -0.051039, 0.024982, -0.004381, -0.534157, 23.758880, -4.649279, 30.033454, 0.234855, -0.858297, -10.072917
26.7921, 99901,  *********** ,  ********** ,  -0.013355, -0.012835, 0.034635, 1.068315, 24.652072, -4.821474, 30.045436, 0.292894, -0.752947, -10.001088
26.9137, 99907,  *********** ,  ********** ,  -0.057830, 0.063332, 0.008535, 0.356105, 22.508413, -4.821474, 30.036451, 0.336423, -0.843931, -9.943624
27.0358, 99901,  *********** ,  ********** ,  -0.114823, 0.196492, -0.001718, -1.958578, 23.758880, -6.026843, 30.018480, 0.259038, -0.786467, -9.991510
27.1588, 99906,  *********** ,  ********** ,  0.008084, -0.157714, 0.034368, -2.492735, 23.222967, -5.510256, 30.039447, 2.188815, -0.848720, -8.923642
27.3370, 99905,  *********** ,  ********** ,  0.066674, -0.232416, 0.025979, -1.246367, 23.044328, -5.682452, 30.033454, 0.167144, -0.834354, -10.422489
27.4601, 99901,  *********** ,  ********** ,  -0.111361, 0.180247, -0.001984, -0.534157, 23.758880, -4.649279, 30.036451, 0.703999, -0.714638, -9.814331
27.5832, 99903,  *********** ,  ********** ,  0.024862, -0.194199, 0.027311, -2.314682, 22.687051, -4.993670, 30.045436, 0.718509, -0.652385, -9.804753
27.7051, 99902,  *********** ,  ********** ,  0.097834, -0.299662, 0.032637, -1.602473, 24.116157, -6.026843, 30.045436, 0.515374, -0.949281, -10.025031
27.8271, 99903,  *********** ,  ********** ,  -0.009094, -0.061572, 0.015326, 0.356105, 23.222967, -3.788301, 30.033454, -0.229452, -1.145616, -10.398545
27.9488, 99902,  *********** ,  ********** ,  -0.081267, 0.105144, 0.002543, -0.356105, 23.937519, -5.165865, 30.042442, 0.558903, -0.729004, -9.814331
28.0721, 99901,  *********** ,  ********** ,  -0.000305, -0.085674, 0.017723, -0.712210, 21.436584, -5.165865, 30.030460, 0.679817, -0.633231, -9.680248
28.3048, 99904,  *********** ,  ********** ,  0.040575, -0.187541, 0.027178, 0.000000, 22.508413, -5.854647, 30.048431, 0.341259, -0.824777, -9.852640
28.4322, 99901,  *********** ,  ********** ,  -0.043449, -0.006444, 0.012264, -2.670788, 23.401605, -5.338061, 30.054422, 0.447663, -0.752947, -9.704192
28.5565, 99898,  *********** ,  ********** ,  -0.013089, -0.045859, 0.013728, 0.712210, 23.580242, -4.821474, 30.042442, 0.307403, -0.910972, -10.034608
28.6784, 99902,  *********** ,  ********** ,  -0.027603, -0.025352, 0.012796, -0.712210, 22.865690, -3.443910, 30.054422, 0.365442, -0.949281, -10.029819
28.8003, 99903,  *********** ,  ********** ,  -0.015752, -0.050386, 0.013862, -1.068315, 21.793861, -5.510256, 30.048431, 0.418644, -0.829565, -9.895737
28.9222, 99902,  *********** ,  ********** ,  -0.007629, -0.061039, 0.016259, -0.534157, 21.972499, -3.960497, 30.033454, 0.234855, -0.930127, -10.044185
29.0453, 99900,  *********** ,  ********** ,  -0.037057, -0.006976, 0.010533, -1.602473, 22.329774, -3.960497, 30.027465, 0.442826, -0.891818, -9.972355
29.1671, 99904,  *********** ,  ********** ,  -0.005232, -0.077817, 0.018256, -1.602473, 22.329774, -3.960497, 30.036451, 0.442826, -0.796045, -9.895737
29.3637, 99900,  *********** ,  ********** ,  -0.002969, -0.074888, 0.016924, -1.068315, 25.366624, -5.510256, 30.036451, 0.302567, -0.882240, -10.005876
29.4859, 99905,  *********** ,  ********** ,  -0.018016, -0.045593, 0.015193, -0.712210, 22.508413, -5.165865, 30.036451, 0.408971, -0.824777, -9.862216
